time,(sum(neg) / count(neg) AS `Percentage of negative`)
2016-10-31,1.0
2016-11-01,0.9584352078239609
2016-11-02,0.9646464646464646
2016-11-03,0.9766081871345029
2016-11-04,0.9585687382297552
2016-11-05,0.96
2016-11-06,0.9657142857142857
2016-11-07,0.959731543624161
2016-11-08,0.9592307692307692
2016-11-09,0.9509403107113655
2016-11-10,0.949678800856531
2016-11-11,0.9485924112607099
2016-11-12,0.940625
2016-11-13,0.9464566929133859
2016-11-14,0.9466882067851373
2016-11-15,0.9475409836065574
2016-11-16,0.9644670050761421
2016-11-17,0.9490909090909091
2016-11-18,0.954183266932271
2016-11-19,0.9536082474226805
2016-11-20,0.9703703703703703
2016-11-21,0.9481765834932822
2016-11-22,0.9754098360655737
2016-11-23,0.9628180039138943
2016-11-24,0.9641873278236914
2016-11-25,0.9545454545454546
2016-11-26,0.9583333333333334
2016-11-27,0.9666666666666667
2016-11-28,0.9599056603773585
2016-11-29,0.9484536082474226
2016-11-30,0.9636752136752137
2016-12-01,0.9582309582309583
2016-12-02,0.9538784067085954
2016-12-03,0.9472222222222222
2016-12-04,0.9629629629629629
2016-12-05,0.9712230215827338
2016-12-06,0.969047619047619
2016-12-07,0.9668141592920354
2016-12-08,0.9769230769230769
2016-12-09,0.9623430962343096
2016-12-10,0.952755905511811
2016-12-11,0.9595238095238096
2016-12-12,0.9465346534653465
2016-12-13,0.9567901234567902
2016-12-14,0.9529411764705882
2016-12-15,0.9633867276887872
2016-12-16,0.9695121951219512
2016-12-17,0.9523809523809523
2016-12-18,0.9542682926829268
2016-12-19,0.9431192660550459
2016-12-20,0.9482352941176471
2016-12-21,0.958997722095672
2016-12-22,0.9473684210526315
2016-12-23,0.9529085872576177
2016-12-24,0.9440298507462687
2016-12-25,0.949438202247191
2016-12-26,0.9437751004016064
2016-12-27,0.9644012944983819
2016-12-28,0.93993993993994
2016-12-29,0.939873417721519
2016-12-30,0.959409594095941
2016-12-31,0.9673469387755103
2017-01-01,0.95
2017-01-02,0.9325842696629213
2017-01-03,0.9731343283582089
2017-01-04,0.9593908629441624
2017-01-05,0.9696969696969697
2017-01-06,0.945273631840796
2017-01-07,0.970954356846473
2017-01-08,0.9457013574660633
2017-01-09,0.9538043478260869
2017-01-10,0.9599236641221374
2017-01-11,0.9629120879120879
2017-01-12,0.9588014981273408
2017-01-13,0.9607843137254902
2017-01-14,0.9700598802395209
2017-01-15,0.9439775910364145
2017-01-16,0.9686746987951808
2017-01-17,0.9503105590062112
2017-01-18,0.9515011547344111
2017-01-19,0.9674418604651163
2017-01-20,0.9626436781609196
2017-01-21,0.9676724137931034
2017-01-22,0.9716981132075472
2017-01-23,0.9614643545279383
2017-01-24,0.9645669291338582
2017-01-25,0.9773519163763066
2017-01-26,0.9684908789386402
2017-01-27,0.9638783269961977
2017-01-28,0.9713261648745519
2017-01-29,0.9586614173228346
2017-01-30,0.9710743801652892
2017-01-31,0.9569093610698366
2017-02-01,0.9775641025641025
2017-02-02,0.955585464333782
2017-02-03,0.9587628865979382
2017-02-04,0.9601139601139601
2017-02-05,0.9645776566757494
2017-02-06,0.9672897196261683
2017-02-07,0.9409722222222222
2017-02-08,0.9678068410462777
2017-02-09,0.9762470308788599
2017-02-10,0.961439588688946
2017-02-11,0.9501557632398754
2017-02-12,0.9667673716012085
2017-02-13,0.9730941704035875
2017-02-14,0.9660377358490566
2017-02-15,0.9729241877256317
2017-02-16,0.972972972972973
2017-02-17,0.9420560747663551
2017-02-18,0.9827089337175793
2017-02-19,0.9703504043126685
2017-02-20,0.9733333333333334
2017-02-21,0.9676616915422885
2017-02-22,0.9617021276595744
2017-02-23,0.9461697722567288
2017-02-24,0.9569160997732427
2017-02-25,0.9624664879356568
2017-02-26,0.9477124183006536
2017-02-27,0.9560975609756097
2017-02-28,0.9696356275303644
2017-03-01,0.9491916859122402
2017-03-02,0.9813519813519813
2017-03-03,0.96875
2017-03-04,0.9896193771626297
2017-03-05,0.9683098591549296
2017-03-06,0.9609856262833676
2017-03-07,0.9646799116997793
2017-03-08,0.9688311688311688
2017-03-09,0.9627507163323782
2017-03-10,0.9787234042553191
2017-03-11,0.9780701754385965
2017-03-12,0.9507575757575758
2017-03-13,0.967551622418879
2017-03-14,0.9684466019417476
2017-03-15,0.9554455445544554
2017-03-16,0.9822335025380711
2017-03-17,0.967828418230563
2017-03-18,0.9482758620689655
2017-03-19,0.9550561797752809
2017-03-20,0.9523809523809523
2017-03-21,0.9526315789473684
2017-03-22,0.9618473895582329
2017-03-23,0.9599198396793587
2017-03-24,0.9572490706319703
2017-03-25,0.9926739926739927
2017-03-26,0.9818181818181818
2017-03-27,0.9913544668587896
2017-03-28,0.9570552147239264
2017-03-29,0.9720670391061452
2017-03-30,0.9782178217821782
2017-03-31,0.9865591397849462
2017-04-01,0.980544747081712
2017-04-02,0.9615384615384616
2017-04-03,0.9534246575342465
2017-04-04,0.9513513513513514
2017-04-05,0.9673366834170855
2017-04-06,0.9420849420849421
2017-04-07,0.9772727272727273
2017-04-08,0.9714285714285714
2017-04-09,0.9910714285714286
2017-04-10,0.9899328859060402
2017-04-11,0.9734939759036144
2017-04-12,0.9449035812672176
2017-04-13,0.975975975975976
2017-04-14,0.9753521126760564
2017-04-15,0.946524064171123
2017-04-16,0.9436619718309859
2017-04-17,0.9696969696969697
2017-04-18,0.9586374695863747
2017-04-19,0.9395465994962217
2017-04-20,0.9498525073746312
2017-04-21,0.9825072886297376
2017-04-22,0.961038961038961
2017-04-23,0.9715447154471545
2017-04-24,0.9609120521172638
2017-04-25,0.9744897959183674
2017-04-26,0.9711286089238845
2017-04-27,0.968944099378882
2017-04-28,0.9777070063694268
2017-04-29,0.9642857142857143
2017-04-30,0.9594594594594594
2017-05-01,0.9661016949152542
2017-05-02,0.9517426273458445
2017-05-03,0.9782016348773842
2017-05-04,0.9569471624266145
2017-05-05,0.9575757575757575
2017-05-06,0.9558823529411765
2017-05-07,0.9776785714285714
2017-05-08,0.975609756097561
2017-05-09,0.9789983844911146
2017-05-10,0.9736842105263158
2017-05-11,0.9795918367346939
2017-05-12,0.9696969696969697
2017-05-13,0.9694189602446484
2017-05-14,0.958904109589041
2017-05-15,0.9744094488188977
2017-05-16,0.9717138103161398
2017-05-17,0.9800918836140888
2017-05-18,0.9684601113172542
2017-05-19,0.9737274220032841
2017-05-20,0.9576547231270358
2017-05-21,0.9686520376175548
2017-05-22,0.9838709677419355
2017-05-23,0.9741935483870968
2017-05-24,0.967984934086629
2017-05-25,0.9679245283018868
2017-05-26,0.9601593625498008
2017-05-27,0.9669421487603306
2017-05-28,0.9577039274924471
2017-05-29,0.9418181818181818
2017-05-30,0.9813333333333333
2017-05-31,0.961864406779661
2017-06-01,0.9631901840490797
2017-06-02,0.955456570155902
2017-06-03,0.9629629629629629
2017-06-04,0.9689922480620154
2017-06-05,0.9575
2017-06-06,0.9761388286334056
2017-06-07,0.982089552238806
2017-06-08,0.9851851851851852
2017-06-09,0.9807321772639692
2017-06-10,0.9471544715447154
2017-06-11,0.9683794466403162
2017-06-12,0.9618528610354223
2017-06-13,0.9798534798534798
2017-06-14,0.953757225433526
2017-06-15,0.9657894736842105
2017-06-16,0.9714285714285714
2017-06-17,0.955719557195572
2017-06-18,0.9595141700404858
2017-06-19,0.9754601226993865
2017-06-20,0.9545454545454546
2017-06-21,0.9371980676328503
2017-06-22,0.9517766497461929
2017-06-23,0.9807692307692307
2017-06-24,0.9714285714285714
2017-06-25,0.964
2017-06-26,0.9668874172185431
2017-06-27,0.9485861182519281
2017-06-28,0.9584415584415584
2017-06-29,0.9784366576819407
2017-06-30,0.9724310776942355
2017-07-01,0.9734848484848485
2017-07-02,0.9720496894409938
2017-07-03,0.9630872483221476
2017-07-04,0.9681274900398407
2017-07-05,0.9697732997481109
2017-07-06,0.9716713881019831
2017-07-07,0.9746835443037974
2017-07-08,0.9699570815450643
2017-07-09,0.9671532846715328
2017-07-10,0.9853372434017595
2017-07-11,0.9762340036563071
2017-07-12,0.9614512471655329
2017-07-13,0.967654986522911
2017-07-14,0.9833333333333333
2017-07-15,0.978494623655914
2017-07-16,0.9728506787330317
2017-07-17,0.9747191011235955
2017-07-18,0.9681697612732095
2017-07-19,0.9703703703703703
2017-07-20,0.9727722772277227
2017-07-21,0.9759036144578314
2017-07-22,0.9790209790209791
2017-07-23,0.9518072289156626
2017-07-24,0.9635922330097088
2017-07-25,0.9666011787819253
2017-07-26,0.9734513274336283
2017-07-27,0.9630252100840336
2017-07-28,0.9760956175298805
2017-07-29,0.9755244755244755
2017-07-30,0.9619377162629758
2017-07-31,0.9786666666666667
2017-08-01,0.9655172413793104
2017-08-02,0.9636363636363636
2017-08-03,0.9701492537313433
2017-08-04,0.961038961038961
2017-08-05,0.968503937007874
2017-08-06,0.970873786407767
2017-08-07,0.9642857142857143
2017-08-08,0.9701492537313433
2017-08-09,0.9762532981530343
2017-08-10,0.9784172661870504
2017-08-11,0.9681528662420382
2017-08-12,0.9678362573099415
2017-08-13,0.9153005464480874
2017-08-14,0.9470046082949308
2017-08-15,0.9656862745098039
2017-08-16,0.9694041867954911
2017-08-17,0.9737762237762237
2017-08-18,0.9661016949152542
2017-08-19,0.9753521126760564
2017-08-20,0.9660194174757282
2017-08-21,0.9813664596273292
2017-08-22,0.9583333333333334
2017-08-23,0.9688385269121813
2017-08-24,0.9532163742690059
2017-08-25,0.9689119170984456
2017-08-26,0.9672131147540983
2017-08-27,0.9657794676806084
2017-08-28,0.9648562300319489
2017-08-29,0.9518900343642611
2017-08-30,0.9589442815249267
2017-08-31,0.9654178674351584
2017-09-01,0.9775280898876404
2017-09-02,0.9815950920245399
2017-09-03,0.9954954954954955
2017-09-04,0.972972972972973
2017-09-05,0.9636871508379888
2017-09-06,0.9630541871921182
2017-09-07,0.9703947368421053
2017-09-08,0.9448529411764706
2017-09-09,0.9722222222222222
2017-09-10,0.9578947368421052
2017-09-11,0.9693486590038314
2017-09-12,0.9667774086378738
2017-09-13,0.9814814814814815
2017-09-14,0.9593810444874274
2017-09-15,0.9661399548532731
2017-09-16,0.9900497512437811
2017-09-17,0.960352422907489
2017-09-18,0.9831649831649831
2017-09-19,0.9875389408099688
2017-09-20,0.9717514124293786
2017-09-21,0.966321243523316
2017-09-22,0.9630681818181818
2017-09-23,0.9561752988047809
2017-09-24,0.9727891156462585
2017-09-25,0.9726027397260274
2017-09-26,0.9718969555035128
2017-09-27,0.9596977329974811
2017-09-28,0.9554140127388535
2017-09-29,0.956268221574344
2017-09-30,0.984375
2017-10-01,0.9608695652173913
2017-10-02,0.9501039501039501
2017-10-03,0.9602977667493796
2017-10-04,0.9652406417112299
2017-10-05,0.9667673716012085
2017-10-06,0.952076677316294
2017-10-07,0.9632352941176471
2017-10-08,0.9568627450980393
2017-10-09,0.9256756756756757
2017-10-10,0.9656862745098039
2017-10-11,0.9740566037735849
2017-10-12,0.972568578553616
2017-10-13,0.9536231884057971
2017-10-14,0.9617224880382775
2017-10-15,0.96
2017-10-16,0.9745222929936306
2017-10-17,0.9534883720930233
2017-10-18,0.9727272727272728
2017-10-19,0.9607843137254902
2017-10-20,0.9722921914357683
2017-10-21,0.971830985915493
2017-10-22,0.9672131147540983
2017-10-23,0.9619047619047619
2017-10-24,0.9690721649484536
2017-10-25,0.9411764705882353
2017-10-26,0.9614243323442137
2017-10-27,0.9598930481283422
2017-10-28,0.9609929078014184
2017-10-29,0.9682539682539683
2017-10-30,0.9802513464991023
2017-10-31,0.9699074074074074
2017-11-01,0.9622222222222222
2017-11-02,0.9690721649484536
2017-11-03,0.9700374531835206
2017-11-04,0.9674267100977199
2017-11-05,0.9765100671140939
2017-11-06,0.9699453551912568
2017-11-07,0.9611231101511879
2017-11-08,0.9593908629441624
2017-11-09,0.9763593380614657
2017-11-10,0.9666666666666667
2017-11-11,0.972
2017-11-12,0.9420849420849421
2017-11-13,0.9757709251101322
2017-11-14,0.9523809523809523
2017-11-15,0.9592875318066157
2017-11-16,0.9624765478424016
2017-11-17,0.9624060150375939
2017-11-18,0.9826086956521739
2017-11-19,0.9744525547445255
2017-11-20,0.9770114942528736
2017-11-21,0.9785522788203753
2017-11-22,0.9561128526645768
2017-11-23,0.9634703196347032
2017-11-24,0.9855072463768116
2017-11-25,0.9847715736040609
2017-11-26,0.9634703196347032
2017-11-27,0.970108695652174
2017-11-28,0.9880597014925373
2017-11-29,0.9671232876712329
2017-11-30,0.9681274900398407
2017-12-01,0.974025974025974
2017-12-02,0.9559585492227979
2017-12-03,0.9857142857142858
2017-12-04,0.9519650655021834
2017-12-05,0.9530612244897959
2017-12-06,0.9745222929936306
2017-12-07,0.952191235059761
2017-12-08,0.9621052631578947
2017-12-09,0.9614035087719298
2017-12-10,0.9747634069400631
2017-12-11,0.94750656167979
2017-12-12,0.9698558322411533
2017-12-13,0.9455909943714822
2017-12-14,0.9572446555819477
2017-12-15,0.9806295399515739
2017-12-16,0.9786476868327402
2017-12-17,0.9466192170818505
2017-12-18,0.9693877551020408
2017-12-19,0.948509485094851
2017-12-20,0.9634888438133874
2017-12-21,0.9610027855153204
2017-12-22,0.9800664451827242
2017-12-23,0.98
2017-12-24,0.947136563876652
2017-12-25,0.9593023255813954
2017-12-26,0.9656652360515021
2017-12-27,0.9779411764705882
2017-12-28,0.9595959595959596
2017-12-29,0.967741935483871
2017-12-30,0.9583333333333334
2017-12-31,0.96875
2018-01-01,0.9395604395604396
2018-01-02,0.96
2018-01-03,0.9827586206896551
2018-01-04,0.9712918660287081
2018-01-05,0.9434889434889435
2018-01-06,0.9700374531835206
2018-01-07,0.978494623655914
2018-01-08,0.9845758354755784
2018-01-09,0.9727272727272728
2018-01-10,0.9753846153846154
2018-01-11,0.9675456389452333
2018-01-12,0.9430255402750491
2018-01-13,0.9556313993174061
2018-01-14,0.9626865671641791
2018-01-15,0.9671532846715328
2018-01-16,0.979746835443038
2018-01-17,0.9834254143646409
2018-01-18,0.9539641943734015
2018-01-19,0.9542743538767395
2018-01-20,0.9620689655172414
2018-01-21,0.9392712550607287
2018-01-22,0.9411764705882353
2018-01-23,0.9512195121951219
2018-01-24,0.9842696629213483
2018-01-25,0.9545454545454546
2018-01-26,0.9529411764705882
2018-01-27,0.9737991266375546
2018-01-28,0.9737991266375546
2018-01-29,0.9725806451612903
2018-01-30,0.9732704402515723
2018-01-31,0.9664570230607966
2018-02-01,0.9607390300230947
2018-02-02,0.9628482972136223
2018-02-03,0.9638157894736842
2018-02-04,0.9501779359430605
2018-02-05,0.9608355091383812
2018-02-06,0.9760191846522782
2018-02-07,0.9700214132762313
2018-02-08,0.9724310776942355
2018-02-09,0.9739583333333334
2018-02-10,0.9606986899563319
2018-02-11,0.9711538461538461
2018-02-12,0.9633802816901409
2018-02-13,0.9514066496163683
2018-02-14,0.9753424657534246
2018-02-15,0.9573378839590444
2018-02-16,0.9581818181818181
2018-02-17,0.9693396226415094
2018-02-18,0.9543010752688172
2018-02-19,0.9609856262833676
2018-02-20,0.9620253164556962
2018-02-21,0.96415770609319
2018-02-22,0.9557251908396946
2018-02-23,0.9510763209393346
2018-02-24,0.9571428571428572
2018-02-25,0.941358024691358
2018-02-26,0.9694323144104804
2018-02-27,0.954954954954955
2018-02-28,0.9767441860465116
